"Eastern Date Hour","Eastern Date Hour Time Zone","Zone Name","Zone PTID","DAM Zonal LBMP","DAM Zonal Losses","DAM Zonal Congestion","DAM Zonal Price Version"
"2025/02/01 11:00:00","EST","CENTRL","61754","61.39","-1.25","0","1"
"2025/02/01 11:00:00","EST","DUNWOD","61760","65.27","2.63","0","1"
"2025/02/01 11:00:00","EST","GENESE","61753","59.51","-3.13","0","1"
"2025/02/01 11:00:00","EST","H Q","61844","63.09","0.44","0","1"
"2025/02/01 11:00:00","EST","HUD VL","61758","64.71","2.06","0","1"
"2025/02/01 11:00:00","EST","LONGIL","61762","74.89","3.95","-8.29","1"
"2025/02/01 11:00:00","EST","MHK VL","61756","64.71","2.06","0","1"
"2025/02/01 11:00:00","EST","MILLWD","61759","65.27","2.63","0","1"
"2025/02/01 11:00:00","EST","N.Y.C.","61761","65.4","2.75","0","1"
"2025/02/01 11:00:00","EST","NORTH","61755","64.21","1.57","0","1"
"2025/02/01 11:00:00","EST","NPX","61845","78.38","2.51","-13.23","1"
"2025/02/01 11:00:00","EST","O H","61846","56.75","-5.89","0","1"
"2025/02/01 11:00:00","EST","PJM","61847","60.47","-1.44","0.73","1"
"2025/02/01 11:00:00","EST","WEST","61752","58.01","-4.63","0","1"
"2025/02/01 12:00:00","EST","CAPITL","61757","60.65","2.44","0","1"
"2025/02/01 12:00:00","EST","CENTRL","61754","57.09","-1.11","0","1"
"2025/02/01 12:00:00","EST","DUNWOD","61760","60.59","2.39","0","1"
"2025/02/01 12:00:00","EST","GENESE","61753","55.41","-2.79","0","1"
"2025/02/01 12:00:00","EST","H Q","61844","58.67","0.46","0","1"
"2025/02/01 12:00:00","EST","HUD VL","61758","60.06","1.86","0","1"
"2025/02/01 12:00:00","EST","LONGIL","61762","61.64","3.43","0","1"
"2025/02/01 12:00:00","EST","MHK VL","61756","60.06","1.86","0","1"
"2025/02/01 12:00:00","EST","MILLWD","61759","60.53","2.33","0","1"
"2025/02/01 12:00:00","EST","N.Y.C.","61761","60.7","2.5","0","1"
"2025/02/01 12:00:00","EST","NORTH","61755","59.77","1.57","0","1"
"2025/02/01 12:00:00","EST","NPX","61845","75.97","2.27","-15.5","1"
"2025/02/01 12:00:00","EST","O H","61846","52.91","-5.3","0","1"
"2025/02/01 12:00:00","EST","PJM","61847","56.56","-1.28","0.36","1"
"2025/02/01 12:00:00","EST","WEST","61752","54.07","-4.13","0","1"
"2025/02/01 13:00:00","EST","CAPITL","61757","63.94","2.63","0","1"
"2025/02/01 13:00:00","EST","CENTRL","61754","60.27","-1.04","0","1"
"2025/02/01 13:00:00","EST","DUNWOD","61760","63.88","2.57","0","1"
"2025/02/01 13:00:00","EST","GENESE","61753","58.79","-2.52","0","1"
"2025/02/01 13:00:00","EST","H Q","61844","61.68","0.37","0","1"
"2025/02/01 13:00:00","EST","HUD VL","61758","63.33","2.02","0","1"
"2025/02/01 13:00:00","EST","LONGIL","61762","65.11","3.8","0","1"
"2025/02/01 13:00:00","EST","MHK VL","61756","63.27","1.96","0","1"
"2025/02/01 13:00:00","EST","MILLWD","61759","63.82","2.51","0","1"
"2025/02/01 13:00:00","EST","N.Y.C.","61761","64","2.69","0","1"
"2025/02/01 13:00:00","EST","NORTH","61755","62.6","1.29","0","1"
"2025/02/01 13:00:00","EST","NPX","61845","73.8","2.45","-10.04","1"
"2025/02/01 13:00:00","EST","O H","61846","56.46","-4.84","0","1"
"2025/02/01 13:00:00","EST","PJM","61847","59.62","-1.1","0.59","1"
"2025/02/01 13:00:00","EST","WEST","61752","57.69","-3.62","0","1"
"2025/02/01 14:00:00","EST","CAPITL","61757","59.73","2.35","0","1"
"2025/02/01 14:00:00","EST","CENTRL","61754","56.4","-0.98","0","1"
"2025/02/01 14:00:00","EST","DUNWOD","61760","59.73","2.35","0","1"
"2025/02/01 14:00:00","EST","GENESE","61753","54.85","-2.52","0","1"
"2025/02/01 14:00:00","EST","H Q","61844","57.83","0.46","0","1"
"2025/02/01 14:00:00","EST","HUD VL","61758","59.27","1.89","0","1"
"2025/02/01 14:00:00","EST","LONGIL","61762","60.82","3.44","0","1"
"2025/02/01 14:00:00","EST","MHK VL","61756","59.16","1.78","0","1"
"2025/02/01 14:00:00","EST","MILLWD","61759","59.67","2.3","0","1"
"2025/02/01 14:00:00","EST","N.Y.C.","61761","59.84","2.47","0","1"
"2025/02/01 14:00:00","EST","NORTH","61755","58.86","1.49","0","1"
"2025/02/01 14:00:00","EST","NPX","61845","78.3","2.24","-18.69","1"
"2025/02/01 14:00:00","EST","O H","61846","52.9","-4.48","0","1"
"2025/02/01 14:00:00","EST","PJM","61847","56.05","-1.03","0.3","1"
"2025/02/01 14:00:00","EST","WEST","61752","54.05","-3.33","0","1"
"2025/02/01 15:00:00","EST","CAPITL","61757","70.5","2.78","0","1"
"2025/02/01 15:00:00","EST","CENTRL","61754","66.84","-0.88","0","1"
"2025/02/01 15:00:00","EST","DUNWOD","61760","70.43","2.71","0","1"
"2025/02/01 15:00:00","EST","GENESE","61753","65.08","-2.64","0","1"
"2025/02/01 15:00:00","EST","H Q","61844","69.09","0.41","-0.96","1"
"2025/02/01 15:00:00","EST","HUD VL","61758","69.95","2.23","0","1"
"2025/02/01 15:00:00","EST","LONGIL","61762","76","4.2","-4.08","1"
"2025/02/01 15:00:00","EST","MHK VL","61756","70.15","2.43","0","1"
"2025/02/01 15:00:00","EST","MILLWD","61759","70.43","2.71","0","1"
"2025/02/01 15:00:00","EST","N.Y.C.","61761","70","2.84","0.56","1"
"2025/02/01 15:00:00","EST","NORTH","61755","69.14","1.42","0","1"
"2025/02/01 15:00:00","EST","NPX","61845","91.6","2.57","-21.31","1"
"2025/02/01 15:00:00","EST","O H","61846","62.57","-5.15","0","1"
"2025/02/01 15:00:00","EST","PJM","61847","65.53","-1.15","1.04","1"
"2025/02/01 15:00:00","EST","WEST","61752","64.06","-3.66","0","1"
"2025/02/01 16:00:00","EST","CAPITL","61757","76.36","3.91","0","1"
"2025/02/01 16:00:00","EST","CENTRL","61754","71.8","-0.65","0","1"
"2025/02/01 16:00:00","EST","DUNWOD","61760","76.29","3.84","0","1"
"2025/02/01 16:00:00","EST","GENESE","61753","69.91","-2.54","0","1"
"2025/02/01 16:00:00","EST","H Q","61844","71.2","-0.29","0.96","1"
"2025/02/01 16:00:00","EST","HUD VL","61758","75.71","3.26","0","1"
"2025/02/01 16:00:00","EST","LONGIL","61762","92.33","5.36","-14.51","1"
"2025/02/01 16:00:00","EST","MHK VL","61756","75.56","3.11","0","1"
"2025/02/01 16:00:00","EST","MILLWD","61759","76.22","3.77","0","1"
"2025/02/01 16:00:00","EST","N.Y.C.","61761","78.01","3.91","-1.65","1"
"2025/02/01 16:00:00","EST","NORTH","61755","73.18","0.72","0","1"
"2025/02/01 16:00:00","EST","NPX","61845","106.9","3.48","-30.97","1"
"2025/02/01 16:00:00","EST","O H","61846","66.8","-5.65","0","1"
"2025/02/01 16:00:00","EST","PJM","61847","69.37","-0.8","2.29","1"
"2025/02/01 16:00:00","EST","WEST","61752","68.39","-4.06","0","1"
"2025/02/01 17:00:00","EST","CAPITL","61757","99.84","5.83","0","1"
"2025/02/01 17:00:00","EST","CENTRL","61754","93.45","-0.56","0","1"
"2025/02/01 17:00:00","EST","DUNWOD","61760","99.56","5.55","0","1"
"2025/02/01 17:00:00","EST","GENESE","61753","90.54","-3.48","0","1"
"2025/02/01 17:00:00","EST","H Q","61844","93.07","-0.94","0","1"
"2025/02/01 17:00:00","EST","HUD VL","61758","98.81","4.79","0","1"
"2025/02/01 17:00:00","EST","LONGIL","61762","113.89","7.61","-12.27","1"
"2025/02/01 17:00:00","EST","MHK VL","61756","98.71","4.7","0","1"
"2025/02/01 17:00:00","EST","MILLWD","61759","99.46","5.45","0","1"
"2025/02/01 17:00:00","EST","N.Y.C.","61761","101.68","5.64","-2.03","1"
"2025/02/01 17:00:00","EST","NORTH","61755","93.92","-0.09","0","1"
"2025/02/01 17:00:00","EST","NPX","61845","135.1","4.79","-36.29","1"
"2025/02/01 17:00:00","EST","O H","61846","85.65","-8.37","0","1"
"2025/02/01 17:00:00","EST","PJM","61847","89.07","-1.03","3.91","1"
"2025/02/01 17:00:00","EST","WEST","61752","87.9","-6.11","0","1"
"2025/02/01 18:00:00","EST","CAPITL","61757","118","6.08","-15.53","1"
"2025/02/01 18:00:00","EST","CENTRL","61754","95.82","-0.57","0","1"
"2025/02/01 18:00:00","EST","DUNWOD","61760","103.88","5.69","-1.8","1"
"2025/02/01 18:00:00","EST","GENESE","61753","92.83","-3.56","0","1"
"2025/02/01 18:00:00","EST","H Q","61844","95.34","-1.06","0","1"
"2025/02/01 18:00:00","EST","HUD VL","61758","103.41","4.82","-2.2","1"
"2025/02/01 18:00:00","EST","LONGIL","61762","105.71","7.71","-1.6","1"
"2025/02/01 18:00:00","EST","MHK VL","61756","102.23","4.72","-1.11","1"
"2025/02/01 18:00:00","EST","MILLWD","61759","103.81","5.59","-1.82","1"
"2025/02/01 18:00:00","EST","N.Y.C.","61761","106.89","5.88","-4.61","1"
"2025/02/01 18:00:00","EST","NORTH","61755","96.11","-0.29","0","1"
"2025/02/01 18:00:00","EST","NPX","61845","131","5.01","-29.59","1"
"2025/02/01 18:00:00","EST","O H","61846","87.53","-8.87","0","1"
"2025/02/01 18:00:00","EST","PJM","61847","73.32","-1.15","21.93","1"
"2025/02/01 18:00:00","EST","WEST","61752","89.84","-6.56","0","1"
"2025/02/01 19:00:00","EST","CAPITL","61757","102.28","5.63","-5.87","1"
"2025/02/01 19:00:00","EST","CENTRL","61754","89.97","-0.82","0","1"
"2025/02/01 19:00:00","EST","DUNWOD","61760","96.91","5.45","-0.68","1"
"2025/02/01 19:00:00","EST","GENESE","61753","86.7","-4.08","0","1"
"2025/02/01 19:00:00","EST","H Q","61844","89.97","-0.82","0","1"
"2025/02/01 19:00:00","EST","HUD VL","61758","96.24","4.63","-0.83","1"
"2025/02/01 19:00:00","EST","LONGIL","61762","103.93","7.27","-5.88","1"
"2025/02/01 19:00:00","EST","MHK VL","61756","95.74","4.54","-0.42","1"
"2025/02/01 19:00:00","EST","MILLWD","61759","96.92","5.45","-0.69","1"
"2025/02/01 19:00:00","EST","N.Y.C.","61761","99.08","5.54","-2.76","1"
"2025/02/01 19:00:00","EST","NORTH","61755","90.97","0.18","0","1"
"2025/02/01 19:00:00","EST","NPX","61845","119.86","4.72","-24.36","1"
"2025/02/01 19:00:00","EST","O H","61846","81.71","-9.08","0","1"
"2025/02/01 19:00:00","EST","PJM","61847","86.01","-1.36","3.41","1"
"2025/02/01 19:00:00","EST","WEST","61752","83.7","-7.08","0","1"
"2025/02/01 20:00:00","EST","CAPITL","61757","92.22","5.39","0","1"
"2025/02/01 20:00:00","EST","CENTRL","61754","85.7","-1.13","0","1"
"2025/02/01 20:00:00","EST","DUNWOD","61760","92.22","5.39","0","1"
"2025/02/01 20:00:00","EST","GENESE","61753","82.23","-4.6","0","1"
"2025/02/01 20:00:00","EST","H Q","61844","86.23","-0.6","0","1"
"2025/02/01 20:00:00","EST","HUD VL","61758","91.52","4.69","0","1"
"2025/02/01 20:00:00","EST","LONGIL","61762","98.33","6.95","-4.55","1"
"2025/02/01 20:00:00","EST","MHK VL","61756","90.92","4.08","0","1"
"2025/02/01 20:00:00","EST","MILLWD","61759","92.22","5.39","0","1"
"2025/02/01 20:00:00","EST","N.Y.C.","61761","95.11","5.47","-2.8","1"
"2025/02/01 20:00:00","EST","NORTH","61755","87.1","0.26","0","1"
"2025/02/01 20:00:00","EST","NPX","61845","118.42","4.6","-26.99","1"
"2025/02/01 20:00:00","EST","O H","61846","77.11","-9.72","0","1"
"2025/02/01 20:00:00","EST","PJM","61847","81.57","-1.56","3.7","1"
"2025/02/01 20:00:00","EST","WEST","61752","79.11","-7.73","0","1"
"2025/02/01 21:00:00","EST","CAPITL","61757","82.79","4.61","0","1"
"2025/02/01 21:00:00","EST","CENTRL","61754","76.61","-1.56","0","1"
"2025/02/01 21:00:00","EST","DUNWOD","61760","82.63","4.45","0","1"
"2025/02/01 21:00:00","EST","GENESE","61753","73.25","-4.92","0","1"
"2025/02/01 21:00:00","EST","H Q","61844","78.1","-0.08","0","1"
"2025/02/01 21:00:00","EST","HUD VL","61758","82.08","3.91","0","1"
"2025/02/01 21:00:00","EST","LONGIL","61762","92","5.87","-7.96","1"
"2025/02/01 21:00:00","EST","MHK VL","61756","81.77","3.6","0","1"
"2025/02/01 21:00:00","EST","MILLWD","61759","82.71","4.53","0","1"
"2025/02/01 21:00:00","EST","N.Y.C.","61761","85.07","4.53","-2.36","1"
"2025/02/01 21:00:00","EST","NORTH","61755","79.27","1.09","0","1"
"2025/02/01 21:00:00","EST","NPX","61845","111.67","3.91","-29.59","1"
"2025/02/01 21:00:00","EST","O H","61846","68.32","-9.85","0","1"
"2025/02/01 21:00:00","EST","PJM","61847","73.15","-2.03","3","1"
"2025/02/01 21:00:00","EST","WEST","61752","70.04","-8.13","0","1"
"2025/02/01 22:00:00","EST","CAPITL","61757","75.64","4.21","0","1"
"2025/02/01 22:00:00","EST","CENTRL","61754","70.28","-1.15","0","1"
"2025/02/01 22:00:00","EST","DUNWOD","61760","75.35","3.93","0","1"
"2025/02/01 22:00:00","EST","GENESE","61753","67.64","-3.79","0","1"
"2025/02/01 22:00:00","EST","H Q","61844","71.21","-0.21","0","1"
"2025/02/01 22:00:00","EST","HUD VL","61758","74.85","3.43","0","1"
"2025/02/01 22:00:00","EST","LONGIL","61762","81.25","5.29","-4.54","1"
"2025/02/01 22:00:00","EST","MHK VL","61756","74.78","3.36","0","1"
"2025/02/01 22:00:00","EST","MILLWD","61759","75.42","4","0","1"
"2025/02/01 22:00:00","EST","N.Y.C.","61761","76.41","3.93","-1.06","1"
"2025/02/01 22:00:00","EST","NORTH","61755","72.5","1.07","0","1"
"2025/02/01 22:00:00","EST","NPX","61845","106.16","3.5","-31.24","1"
"2025/02/01 22:00:00","EST","O H","61846","63.71","-7.72","0","1"
"2025/02/01 22:00:00","EST","PJM","61847","67.95","-1.5","1.97","1"
"2025/02/01 22:00:00","EST","WEST","61752","65.14","-6.29","0","1"
"2025/02/01 23:00:00","EST","CAPITL","61757","84","4.45","0","1"
"2025/02/01 23:00:00","EST","CENTRL","61754","78.36","-1.19","0","1"
"2025/02/01 23:00:00","EST","DUNWOD","61760","82.97","3.42","0","1"
"2025/02/01 23:00:00","EST","GENESE","61753","75.73","-3.82","0","1"
"2025/02/01 23:00:00","EST","H Q","61844","79.79","0.24","0","1"
"2025/02/01 23:00:00","EST","HUD VL","61758","82.73","3.19","0","1"
